Date,ZZ0000000001,ZZ0000000002,ZZ0000000003,ZZ0000000004,ZZ0000000005,ZZ0000000006,ZZ0000000007,ZZ0000000008,ZZ0000000009,ZZ0000000010,ZZ0000000011,ZZ0000000012
2024-02-29,1.0411674227,1.0396246628,1.0393257668,1.0432753740,1.0482995272,1.0578421446,1.0417995641,1.0197258392,0.8027146035,1.3765173790,1.0827487659,0.7896431112
2024-03-01,1.0411875720,1.0396509324,1.0394318501,1.0434441635,1.0475237573,1.0589959637,1.0416944450,1.0181245732,0.8062418137,1.3844159138,1.0844417467,0.7991233770
2024-03-04,1.0413874006,1.0397783545,1.0395210684,1.0435005559,1.0472292825,1.0582904716,1.0419122189,1.0163848771,0.8082239542,1.3669628896,1.0788957132,0.7993598781
2024-03-05,1.0414058228,1.0398135236,1.0396578381,1.0438712643,1.0470300504,1.0593485690,1.0419340086,1.0170917518,0.8104644390,1.3587058096,1.0836281968,0.7970330005
2024-03-06,1.0414383163,1.0400739734,1.0399335811,1.0439984978,1.0467095178,1.0598934590,1.0421733753,1.0163675588,0.8119187657,1.3603511308,1.0886659165,0.8051411047
2024-03-07,1.0417028441,1.0402928018,1.0401302993,1.0440199104,1.0471905925,1.0604598514,1.0422086120,1.0184224542,0.8298694440,1.3797323725,1.1097533824,0.8233356598
2024-03-08,1.0420716887,1.0402158255,1.0403711550,1.0440701962,1.0477176807,1.0616070372,1.0423686054,1.0185887025,0.8306914736,1.3840524913,1.0958356809,0.8406367631
2024-03-11,1.0423164882,1.0402475929,1.0405448543,1.0440583306,1.0469138617,1.0630816354,1.0424178447,1.0163303026,0.8319323211,1.3923693713,1.0954002499,0.8326757228
2024-03-12,1.0426470669,1.0402994290,1.0406462044,1.0441012520,1.0486321849,1.0624087400,1.0426315473,1.0177688618,0.8335727158,1.4005736429,1.0983782937,0.8422325470
2024-03-13,1.0428225347,1.0403616769,1.0408262789,1.0442145635,1.0473971768,1.0608339629,1.0427264257,1.0175248843,0.8171562141,1.3851061664,1.0913941786,0.8256260574
2024-03-14,1.0428447726,1.0407045556,1.0410484371,1.0445110278,1.0465804230,1.0595734592,1.0429315577,1.0170924377,0.8136092881,1.3874193807,1.0881060431,0.8280172123
2024-03-15,1.0430705242,1.0409633920,1.0411783215,1.0446413012,1.0463710763,1.0615149805,1.0429179877,1.0169755728,0.8150502542,1.4121886783,1.0802478826,0.8323198541
2024-03-18,1.0432525473,1.0411165845,1.0413867631,1.0448686430,1.0464929924,1.0617246716,1.0431508744,1.0163426217,0.8192693906,1.4086515278,1.0825998938,0.8177628682
2024-03-19,1.0434036490,1.0414230604,1.0416615908,1.0445478186,1.0462468364,1.0616271125,1.0432573866,1.0163785443,0.8232225491,1.4140453711,1.0866891749,0.8238908065
2024-03-20,1.0434545565,1.0416879107,1.0416870509,1.0445199854,1.0466865634,1.0601718294,1.0433792036,1.0186437762,0.8261346436,1.4095960540,1.0835818598,0.8330237456
2024-03-21,1.0437936847,1.0417804869,1.0416534364,1.0443005277,1.0469468375,1.0614977412,1.0434054003,1.0199147084,0.8327208001,1.4256307152,1.0948764346,0.8397717630
2024-03-22,1.0441784545,1.0417457386,1.0418796343,1.0442329602,1.0480671746,1.0615140537,1.0435090711,1.0183216707,0.8252870907,1.4301010985,1.0895537669,0.8418245255
2024-03-25,1.0444267753,1.0418666389,1.0420815441,1.0440285151,1.0480418260,1.0606619166,1.0434774822,1.0198188775,0.8165206585,1.4155991344,1.0766468089,0.8443265059
2024-03-26,1.0447273993,1.0421848583,1.0422142931,1.0443248076,1.0489725564,1.0623133757,1.0437884514,1.0173453870,0.8111459966,1.4004513428,1.0842568969,0.8348675353
2024-03-27,1.0446552534,1.0422120598,1.0423593843,1.0444232379,1.0498596699,1.0624140500,1.0439908288,1.0208093973,0.8167955918,1.3985455266,1.0882163044,0.8427378389
2024-03-28,1.0447915597,1.0421974728,1.0423711751,1.0445578043,1.0496411887,1.0629449234,1.0442200626,1.0188030284,0.8093774638,1.4077436173,1.0872513377,0.8525280656
2024-03-29,1.0448731601,1.0425474924,1.0424230417,1.0446168149,1.0501382703,1.0627562202,1.0441765576,1.0183261141,0.8085756307,1.4171109198,1.0778248753,0.8584499557
2024-04-01,1.0449766477,1.0427609599,1.0424998044,1.0449154421,1.0508551794,1.0641946280,1.0441895146,1.0194484749,0.7991753594,1.4158588504,1.0772340600,0.8570543068
2024-04-02,1.0452544046,1.0427940438,1.0426480796,1.0452475523,1.0504098438,1.0649793417,1.0441724337,1.0163320567,0.7968535452,1.3975003071,1.0801105693,0.8542982173
2024-04-03,1.0454516582,1.0431348931,1.0427956474,1.0456075427,1.0503310176,1.0645769504,1.0442236643,1.0161292146,0.8116662606,1.3980767338,1.0939103770,0.8617631025
2024-04-04,1.0457105480,1.0432914343,1.0429611599,1.0459833846,1.0511598537,1.0658176058,1.0442265355,1.0183968291,0.8083662290,1.3945981297,1.0941276691,0.8508459790
2024-04-05,1.0458657805,1.0430949776,1.0429673615,1.0461311311,1.0518406255,1.0656682777,1.0443245691,1.0189311874,0.7982974203,1.3656932563,1.0943807545,0.8692259965
2024-04-08,1.0459133546,1.0432168094,1.0429549700,1.0462870715,1.0512161748,1.0653542740,1.0445068819,1.0181883561,0.7989157363,1.3761098344,1.0965807417,0.8571147262
2024-04-09,1.0460747469,1.0433887159,1.0430513750,1.0463560219,1.0519571889,1.0658230506,1.0446298651,1.0179751079,0.8001518913,1.3865076284,1.1123263877,0.8720780254
2024-04-10,1.0462819615,1.0436641897,1.0433893300,1.0464610154,1.0522686720,1.0647549690,1.0448023987,1.0169842409,0.7997009128,1.3741279959,1.1070011723,0.8680584926
2024-04-11,1.0462929914,1.0439412641,1.0435395714,1.0467807074,1.0519031040,1.0641763865,1.0449969500,1.0162022720,0.8011075934,1.3695278671,1.1241265129,0.8724991278
2024-04-12,1.0466629722,1.0440380449,1.0436512071,1.0468719320,1.0524978714,1.0648305931,1.0449981054,1.0158270586,0.8015303550,1.3601566360,1.1175730453,0.8841529538
2024-04-15,1.0468130585,1.0440570129,1.0438577701,1.0471824442,1.0548994678,1.0662074101,1.0451322601,1.0165863088,0.8096162458,1.3702424322,1.1184468418,0.8602011277
2024-04-16,1.0468099048,1.0440390292,1.0440361691,1.0474385850,1.0529348681,1.0685523406,1.0451015996,1.0186552020,0.8269286482,1.3767126594,1.1403170845,0.8615355023
2024-04-17,1.0469760528,1.0442896427,1.0441648730,1.0474817174,1.0531727262,1.0687651215,1.0451989802,1.0166611895,0.8235629088,1.3743894119,1.1147862377,0.8488637510
2024-04-18,1.0469878289,1.0445303860,1.0441587457,1.0474851109,1.0539085742,1.0688708752,1.0454454837,1.0174340031,0.8243774373,1.3401776927,1.1066271820,0.8407286981
2024-04-19,1.0472136965,1.0445311013,1.0443244022,1.0472952287,1.0534961186,1.0679979461,1.0455413993,1.0181566821,0.8164324889,1.3536846905,1.0954745937,0.8303486576
2024-04-22,1.0472445085,1.0444179232,1.0442458206,1.0473495530,1.0526198943,1.0675862454,1.0458902761,1.0192892191,0.8213737298,1.3546162751,1.0957896774,0.8380679818
2024-04-23,1.0475855779,1.0446935664,1.0444044773,1.0474837755,1.0524304400,1.0672687506,1.0459243001,1.0226448385,0.8249297790,1.3631374453,1.0860206835,0.8426559946
2024-04-24,1.0477595689,1.0449272701,1.0447020590,1.0475813989,1.0526274550,1.0689235473,1.0462783248,1.0228809944,0.8271326459,1.3643138457,1.0935071770,0.8562359637
2024-04-25,1.0479451455,1.0449597560,1.0447885283,1.0477950587,1.0546825558,1.0700529531,1.0464720188,1.0226814688,0.8273558318,1.3502419565,1.0981626365,0.8762195743
2024-04-26,1.0480677868,1.0451471710,1.0448467508,1.0477495525,1.0548292233,1.0707761558,1.0462989707,1.0240396899,0.8309161224,1.3535958574,1.1038971191,0.8842197148
2024-04-29,1.0481321270,1.0452431923,1.0450531069,1.0479229067,1.0555676599,1.0694387784,1.0461986814,1.0226402100,0.8267573684,1.3513234636,1.0972278145,0.8634343460
2024-04-30,1.0480634343,1.0453284379,1.0452026756,1.0480847659,1.0567519177,1.0707041963,1.0464273654,1.0225802662,0.8197439649,1.3460619922,1.0932082333,0.8573469832
2024-05-01,1.0480405378,1.0456884461,1.0454310863,1.0480731889,1.0568343823,1.0701022643,1.0467144706,1.0203800055,0.8255405231,1.3398893462,1.1022208189,0.8607889114
2024-05-02,1.0481099949,1.0457580751,1.0455085351,1.0482347544,1.0574845750,1.0694271628,1.0469395946,1.0205168374,0.8231888868,1.3515793714,1.0998270954,0.8308584768
2024-05-03,1.0481838142,1.0459956522,1.0457453964,1.0484967304,1.0570778055,1.0700356944,1.0471353977,1.0239143570,0.8258736391,1.3424328655,1.1083128374,0.8246328046
2024-05-06,1.0481137617,1.0461475572,1.0459270009,1.0487826560,1.0577559169,1.0716268507,1.0471698794,1.0246504585,0.8260269298,1.3374299483,1.0997171941,0.8016609502
2024-05-07,1.0482953817,1.0461968700,1.0459938594,1.0490073382,1.0581326591,1.0712505473,1.0474467308,1.0292181678,0.8397071136,1.3414870284,1.1169763380,0.8080634247
2024-05-08,1.0482580720,1.0462868305,1.0461004394,1.0490363318,1.0576145333,1.0715317057,1.0475241179,1.0267554822,0.8389607399,1.3546708375,1.1137251649,0.8030904579
2024-05-09,1.0483463788,1.0465487414,1.0462274637,1.0490696193,1.0588454235,1.0727792433,1.0476327795,1.0272612115,0.8431847099,1.3447748569,1.1153195797,0.8141184145
2024-05-10,1.0483475879,1.0469264069,1.0462055457,1.0490578065,1.0590861742,1.0732074476,1.0478107990,1.0235965973,0.8431704261,1.3401322642,1.1043880026,0.8153804713
2024-05-13,1.0484879403,1.0471090106,1.0463278775,1.0492045869,1.0594638822,1.0734658446,1.0478171739,1.0239152502,0.8475307791,1.3576520035,1.1153120060,0.8191300085
2024-05-14,1.0485627600,1.0475075934,1.0465299998,1.0489682090,1.0604384957,1.0739407744,1.0478537549,1.0268632153,0.8589093058,1.3675731924,1.1262086692,0.8492651274
2024-05-15,1.0487116820,1.0476880990,1.0467025616,1.0491794795,1.0615144356,1.0738345321,1.0480417687,1.0268776226,0.8515762779,1.3428865954,1.1290716238,0.8412429111
2024-05-16,1.0488636839,1.0477102547,1.0468047147,1.0492074055,1.0593396466,1.0753467361,1.0482765474,1.0275570558,0.8400967432,1.3466259344,1.1254654753,0.8569938520
2024-05-17,1.0487855443,1.0479308203,1.0470015739,1.0495058222,1.0592660336,1.0763389339,1.0484402959,1.0276433228,0.8414525062,1.3453224558,1.1220832700,0.8548546817
2024-05-20,1.0487557170,1.0477719170,1.0472813439,1.0498772224,1.0580573255,1.0765571456,1.0486504174,1.0262988442,0.8276220641,1.3393620387,1.1086752808,0.8241485064
2024-05-21,1.0490133411,1.0478296221,1.0473929756,1.0499430746,1.0582346874,1.0762075477,1.0486786629,1.0269219045,0.8299509765,1.3382464847,1.1164888912,0.8396812491
2024-05-22,1.0490662276,1.0477955869,1.0475771971,1.0501062223,1.0601630968,1.0763309383,1.0487529363,1.0295607952,0.8300993294,1.3286524509,1.1214005425,0.8737548321
2024-05-23,1.0492121337,1.0476942076,1.0476036475,1.0502341202,1.0592906145,1.0760360328,1.0489205715,1.0278085680,0.8174100098,1.3254658592,1.1166218271,0.8730040210
2024-05-24,1.0494934599,1.0478582925,1.0477157168,1.0502990038,1.0595807857,1.0765834756,1.0490384432,1.0259817051,0.8201169096,1.3166584021,1.1175576237,0.8811291892
2024-05-27,1.0494544330,1.0482145470,1.0479108268,1.0505853895,1.0591672523,1.0768812630,1.0493387538,1.0267927593,0.8227773424,1.3251026912,1.1225147814,0.8898315409
2024-05-28,1.0494085721,1.0484555542,1.0479155888,1.0504626092,1.0608999745,1.0766116239,1.0493850545,1.0290717996,0.8143070029,1.2979517459,1.1136405308,0.9031964163
2024-05-29,1.0492261040,1.0485818106,1.0479536584,1.0504033683,1.0614842824,1.0768367721,1.0494425422,1.0289162747,0.8162556412,1.2744814654,1.1037617513,0.9123617096
2024-05-30,1.0492864073,1.0486382004,1.0481727523,1.0504991724,1.0623997019,1.0768942400,1.0496261913,1.0305124223,0.8176714638,1.2878683472,1.0968686527,0.8912681487
2024-05-31,1.0493184757,1.0487743642,1.0483944823,1.0506429279,1.0629648716,1.0787432367,1.0497675026,1.0282861113,0.8229197700,1.2814311968,1.1057135053,0.8857629412
2024-06-03,1.0494811880,1.0487498152,1.0486075090,1.0508281134,1.0626240726,1.0801354204,1.0499517491,1.0291060158,0.8378264311,1.2876104319,1.1284515922,0.9071114480
2024-06-04,1.0496678124,1.0486105181,1.0489186497,1.0508762506,1.0627120252,1.0788567501,1.0498736329,1.0302851696,0.8389228576,1.2763323524,1.1407667435,0.9236694769
2024-06-05,1.0497907612,1.0488228345,1.0489554852,1.0506692745,1.0625040817,1.0791796782,1.0498797359,1.0309155607,0.8310679718,1.2811441460,1.1332984248,0.9091570021
2024-06-06,1.0500355845,1.0488790174,1.0490780112,1.0509026022,1.0627140387,1.0798961956,1.0500177136,1.0324037758,0.8311767770,1.2860960810,1.1446113844,0.9170685142
2024-06-07,1.0501484332,1.0489936962,1.0492387905,1.0509679520,1.0611918050,1.0821682204,1.0501970667,1.0335703048,0.8350176377,1.2979611089,1.1582388548,0.9418141134
2024-06-10,1.0501448692,1.0490310518,1.0495454700,1.0510580599,1.0622522332,1.0824650937,1.0502961815,1.0361691388,0.8406835159,1.3043472353,1.1637500120,0.9403593661
2024-06-11,1.0502489977,1.0490904914,1.0496910126,1.0512922579,1.0626866817,1.0810944992,1.0504296703,1.0359964038,0.8385033954,1.2965582755,1.1586510907,0.9374302599
2024-06-12,1.0501739364,1.0493025693,1.0498548985,1.0516749958,1.0630971444,1.0819420480,1.0505768155,1.0353065396,0.8328203499,1.3085866058,1.1550406182,0.9281174765
2024-06-13,1.0503040905,1.0495095404,1.0500096079,1.0517880946,1.0622865408,1.0816976913,1.0505848109,1.0327490861,0.8285082625,1.2942652411,1.1388921969,0.9124657509
2024-06-14,1.0505465924,1.0496939518,1.0501581647,1.0519689584,1.0638414789,1.0805030061,1.0506370238,1.0345325896,0.8201336631,1.2982193329,1.1234777283,0.9074586455
2024-06-17,1.0506548459,1.0497901632,1.0503650141,1.0519831608,1.0634009316,1.0808051451,1.0508941162,1.0330843525,0.8191129504,1.2881442175,1.1233796651,0.8903062486
2024-06-18,1.0509113401,1.0500384695,1.0506660174,1.0521393165,1.0635547820,1.0793782488,1.0509054640,1.0342144901,0.8277190708,1.3023584996,1.1220345118,0.9120075742
2024-06-19,1.0510890562,1.0503190368,1.0508396571,1.0522285931,1.0634225064,1.0803403054,1.0510530166,1.0349626179,0.8397275219,1.3166388655,1.1365277128,0.9154444593
2024-06-20,1.0509120800,1.0504272704,1.0509532969,1.0524360671,1.0634026908,1.0797783539,1.0514394088,1.0390024442,0.8457500674,1.3226328716,1.1566099115,0.9114296228
2024-06-21,1.0509745894,1.0503609563,1.0510897177,1.0524322102,1.0635915487,1.0796706236,1.0513947882,1.0391112094,0.8525743403,1.3269104331,1.1577078015,0.9343649972
2024-06-24,1.0509700247,1.0506532405,1.0512619813,1.0526226922,1.0632071643,1.0812328479,1.0514553695,1.0393451741,0.8616588322,1.3287590262,1.1721465493,0.9489098442
2024-06-25,1.0510531466,1.0508219591,1.0514733950,1.0528629007,1.0636657618,1.0813578363,1.0516131202,1.0390382523,0.8644651696,1.3385866075,1.1792384030,0.9646795027
2024-06-26,1.0509715233,1.0510220461,1.0515955144,1.0529403020,1.0636409749,1.0814833252,1.0517165436,1.0392132663,0.8638428821,1.3423753256,1.1690095347,0.9430766830
2024-06-27,1.0510096053,1.0512529894,1.0514801902,1.0530097986,1.0642081463,1.0825388463,1.0520264934,1.0417033941,0.8566097626,1.3480610133,1.1576145419,0.9316082747
2024-06-28,1.0510463203,1.0514978103,1.0514811110,1.0534208740,1.0646254952,1.0827458169,1.0521338778,1.0410425104,0.8423351448,1.3283880614,1.1531239881,0.9057153437
2024-07-01,1.0510436428,1.0517496477,1.0515683989,1.0537592113,1.0658580710,1.0831406318,1.0523137442,1.0432183557,0.8442288222,1.3315807827,1.1531645434,0.8786082160
2024-07-02,1.0511628074,1.0520125819,1.0516631146,1.0538353974,1.0657260221,1.0812575673,1.0523911916,1.0438825557,0.8474846795,1.3245237987,1.1544126930,0.8807719406
2024-07-03,1.0514604393,1.0520755346,1.0518295006,1.0542432521,1.0640823967,1.0813323974,1.0525647964,1.0437011962,0.8454091044,1.3293262171,1.1565046135,0.8650065885
2024-07-04,1.0516249678,1.0521981230,1.0518088176,1.0544555011,1.0643477592,1.0801846193,1.0527526902,1.0420099899,0.8346258058,1.3310714356,1.1519025529,0.8499617392
2024-07-05,1.0518872245,1.0522358861,1.0519154566,1.0544379005,1.0639784616,1.0799966806,1.0528197403,1.0375994052,0.8110210773,1.3074441269,1.1348820930,0.8368131317
2024-07-08,1.0519819313,1.0525948317,1.0520987290,1.0544117977,1.0645184648,1.0796729062,1.0529913671,1.0378055609,0.8111471324,1.2814329277,1.1288763527,0.8528486928
2024-07-09,1.0521527762,1.0529059805,1.0524516647,1.0546381997,1.0645099486,1.0798355183,1.0531486099,1.0363211738,0.7965700385,1.2610034692,1.1217222146,0.8367549504
2024-07-10,1.0522827310,1.0530889230,1.0525010618,1.0546875409,1.0651485143,1.0779785348,1.0534842510,1.0376469116,0.7962697777,1.2407357923,1.1179724524,0.8230848482
2024-07-11,1.0524870862,1.0532845805,1.0526292682,1.0548954216,1.0660565983,1.0779783753,1.0535055214,1.0370669060,0.7880997897,1.2299969215,1.1084096032,0.8434781930
2024-07-12,1.0525478277,1.0531873077,1.0527827332,1.0551089290,1.0664861498,1.0783491826,1.0536118215,1.0371429294,0.7902144598,1.2152562833,1.1041880481,0.8304561495
2024-07-15,1.0526778624,1.0533308509,1.0529457147,1.0550741481,1.0672008560,1.0793506547,1.0536761256,1.0381817871,0.7938453753,1.2162665654,1.1152935051,0.8382084959
2024-07-16,1.0526637246,1.0533935430,1.0528937985,1.0553478992,1.0691221614,1.0803478436,1.0539808399,1.0357846645,0.7952632410,1.2139280003,1.1222947733,0.8418593579
2024-07-17,1.0528609642,1.0533794665,1.0531688514,1.0557514673,1.0686811567,1.0798663297,1.0541414343,1.0377523870,0.7939322062,1.2165264847,1.1235062318,0.8619442014
2024-07-18,1.0529776174,1.0534537489,1.0534321233,1.0560333419,1.0690486822,1.0792922803,1.0543528701,1.0404881455,0.8024281947,1.2214355002,1.1263270659,0.8940193108
2024-07-19,1.0529677751,1.0537805370,1.0537004315,1.0561399052,1.0689479032,1.0788170514,1.0544048034,1.0457973543,0.7994913055,1.2261727587,1.1360343293,0.9062481488
2024-07-22,1.0532152607,1.0538198461,1.0538434706,1.0561803492,1.0684970848,1.0781882296,1.0545814043,1.0441156214,0.7869696801,1.2181834962,1.1262503957,0.8905525061
2024-07-23,1.0535057366,1.0539977770,1.0538010324,1.0564043865,1.0681455822,1.0795903492,1.0547229931,1.0427744570,0.7896312806,1.2037745722,1.1319905396,0.8899132690
2024-07-24,1.0536364699,1.0541542781,1.0537723224,1.0567843940,1.0681540875,1.0785505690,1.0549488102,1.0414981759,0.7748076420,1.1992908562,1.1253816015,0.8827125246
2024-07-25,1.0538764382,1.0544725766,1.0539298627,1.0569622781,1.0678104070,1.0784612200,1.0553225930,1.0415503677,0.7711491216,1.2295764944,1.1177087964,0.9044435522
2024-07-26,1.0539350886,1.0548281393,1.0539412240,1.0573433756,1.0672445122,1.0782337389,1.0554081295,1.0421043563,0.7758939750,1.2366144666,1.1261915044,0.9208872410
2024-07-29,1.0541065051,1.0550952650,1.0542083245,1.0576378161,1.0683189020,1.0781650158,1.0557375899,1.0406273820,0.7839883749,1.2347736558,1.1273917873,0.9398463902
2024-07-30,1.0542345820,1.0552395752,1.0542995798,1.0576929528,1.0676893869,1.0787235243,1.0559627167,1.0413495049,0.7921372698,1.2306259742,1.1445470582,0.9471239714
2024-07-31,1.0541170099,1.0553626955,1.0544039839,1.0577897859,1.0675469623,1.0787535844,1.0560254095,1.0440490666,0.7892828895,1.2348883242,1.1466988878,0.9433579491
2024-08-01,1.0541973294,1.0555506126,1.0545923089,1.0580577805,1.0672149571,1.0776956555,1.0561824990,1.0451620061,0.8020565741,1.2373366971,1.1464844059,0.9539529268
2024-08-02,1.0541089022,1.0554542421,1.0546873769,1.0582357413,1.0682884398,1.0788512622,1.0562071709,1.0439613038,0.7913544355,1.2424419040,1.1440685571,0.9450692122
2024-08-05,1.0540180666,1.0557299520,1.0549993540,1.0585064973,1.0678123259,1.0797794088,1.0562403234,1.0418696345,0.7878613701,1.2428413900,1.1387095766,0.9257196576
2024-08-06,1.0540990536,1.0559972254,1.0551583107,1.0586314958,1.0675167682,1.0786235368,1.0563220589,1.0396609658,0.7990042503,1.2439009473,1.1537407165,0.9472507794
2024-08-07,1.0542599954,1.0560573502,1.0552884955,1.0588024036,1.0694886009,1.0787432629,1.0564003874,1.0429192055,0.8067263751,1.2320795310,1.1664590384,0.9818293643
2024-08-08,1.0543681058,1.0560049668,1.0552275148,1.0588867497,1.0692394584,1.0796943790,1.0566108411,1.0456490165,0.8114053655,1.2480867773,1.1742642142,1.0133700686
2024-08-09,1.0544519091,1.0562290642,1.0553538683,1.0591653481,1.0689477239,1.0798931450,1.0567040824,1.0472061612,0.8164704536,1.2700242345,1.1711361402,1.0422055163
2024-08-12,1.0543175474,1.0564794313,1.0555314032,1.0592706482,1.0691514117,1.0802388834,1.0568431931,1.0463554348,0.8121224378,1.2798871901,1.1706427563,1.0172964263
2024-08-13,1.0544999542,1.0565649589,1.0555320260,1.0594676545,1.0689281755,1.0766430397,1.0570071081,1.0488976711,0.8127896668,1.2696513761,1.1762010345,1.0155441244
2024-08-14,1.0545994925,1.0568058127,1.0557225586,1.0598841491,1.0698341207,1.0772265963,1.0570951359,1.0479299040,0.8217511668,1.2679150959,1.1919492144,1.0293584091
2024-08-15,1.0546198217,1.0569651432,1.0559102790,1.0599585310,1.0704170995,1.0774100629,1.0571514161,1.0498687160,0.8343829847,1.3055153557,1.2121784167,1.0794418960
2024-08-16,1.0549260455,1.0569884512,1.0559512033,1.0601242082,1.0708575077,1.0758894333,1.0574059531,1.0509678796,0.8279753541,1.3153630886,1.2045368017,1.0506372613
2024-08-19,1.0549095236,1.0574607542,1.0557828515,1.0601795105,1.0720727450,1.0745859843,1.0575789197,1.0506440082,0.8352198654,1.3358700199,1.2004682152,1.0505448382
2024-08-20,1.0549733412,1.0574948158,1.0560011449,1.0604666671,1.0737537996,1.0744632236,1.0576020711,1.0506980598,0.8402247379,1.3321357571,1.2079658749,1.0727462703
2024-08-21,1.0550754491,1.0577220661,1.0562655266,1.0605549591,1.0739233027,1.0733782873,1.0577530576,1.0486752748,0.8277277403,1.3193203632,1.2074657357,1.0551875268
2024-08-22,1.0551258359,1.0578498788,1.0564646687,1.0608805356,1.0738827765,1.0742217627,1.0578480166,1.0473451758,0.8194958140,1.3174220630,1.2015628576,1.0547873305
2024-08-23,1.0553564465,1.0579771067,1.0567251947,1.0609353947,1.0741434091,1.0738601671,1.0580360459,1.0476234317,0.8221241371,1.3145575150,1.2076495230,1.0526928020
2024-08-26,1.0555524899,1.0580473806,1.0570646768,1.0612203689,1.0748786645,1.0710983970,1.0581257764,1.0476926285,0.8251800640,1.3277122586,1.2165390929,1.0552550410
2024-08-27,1.0559485534,1.0580828009,1.0571538481,1.0612768326,1.0755086348,1.0732085962,1.0583261026,1.0444785944,0.8212334138,1.3076266086,1.2119035006,1.0557766826
2024-08-28,1.0561054799,1.0582618408,1.0573477908,1.0613105835,1.0757391426,1.0747252831,1.0585541443,1.0463175883,0.8276662202,1.3169014330,1.2227146167,1.0415270510
2024-08-29,1.0563538727,1.0585210105,1.0574069665,1.0614072369,1.0763199240,1.0752813649,1.0586338837,1.0437252449,0.8260869203,1.3045921470,1.2254290631,1.0579937063
2024-08-30,1.0566342453,1.0585041792,1.0574746096,1.0614654154,1.0780674541,1.0755483303,1.0587535963,1.0426088483,0.8330869172,1.3382533908,1.2455591043,1.0567621995
2024-09-02,1.0567195917,1.0587737854,1.0576996688,1.0616135322,1.0779155136,1.0743903089,1.0588667574,1.0424226439,0.8352209843,1.3478556876,1.2389682683,1.0691015629
2024-09-03,1.0571013503,1.0587958874,1.0579759513,1.0619588574,1.0764704879,1.0737731459,1.0589961265,1.0427426647,0.8208074799,1.3459394438,1.2455036558,1.0520265440
2024-09-04,1.0574859701,1.0590339692,1.0580541330,1.0619349241,1.0762361449,1.0731490991,1.0590757800,1.0469516338,0.8284629782,1.3600790393,1.2505495287,1.0764771141
2024-09-05,1.0576072592,1.0589992473,1.0582114105,1.0619920177,1.0762044631,1.0737429636,1.0592310515,1.0464907026,0.8435636361,1.3704152822,1.2621482662,1.1052861014
2024-09-06,1.0577294605,1.0593115700,1.0584108625,1.0622270194,1.0756307894,1.0738728697,1.0593991268,1.0479624664,0.8494823938,1.3890431559,1.2777801990,1.1332897572
2024-09-09,1.0581091865,1.0597672210,1.0584310840,1.0622540319,1.0757065661,1.0748185565,1.0594315326,1.0482639291,0.8577091920,1.3832801685,1.2707065265,1.1588954459
2024-09-10,1.0581367948,1.0598591104,1.0585292687,1.0626464412,1.0760024491,1.0766516558,1.0596294903,1.0469006330,0.8586381589,1.3435344463,1.2739850033,1.1494704461
2024-09-11,1.0583459139,1.0598828601,1.0585916794,1.0628593945,1.0762133389,1.0769732911,1.0596604750,1.0519608011,0.8598769885,1.3481710227,1.2600701680,1.1553409379
2024-09-12,1.0584612951,1.0599015122,1.0587616158,1.0629344689,1.0753713956,1.0785541776,1.0597918680,1.0517336073,0.8533546206,1.3306440745,1.2537562691,1.1882261344
2024-09-13,1.0584345023,1.0603304194,1.0589294271,1.0628954662,1.0757962112,1.0785927969,1.0597111348,1.0497089608,0.8544344365,1.3290971844,1.2623479104,1.1940924976
2024-09-16,1.0586178992,1.0606533624,1.0590054954,1.0629968618,1.0756504864,1.0792366298,1.0597484512,1.0475427450,0.8639894515,1.3330941557,1.2678845639,1.2290228166
2024-09-17,1.0587444315,1.0608717708,1.0590940399,1.0630250503,1.0755980899,1.0784931205,1.0598574701,1.0495661543,0.8555834203,1.3105358160,1.2727369868,1.2557770360
2024-09-18,1.0589380462,1.0609162091,1.0591552976,1.0632864019,1.0741648750,1.0777671881,1.0599759265,1.0503129906,0.8612157296,1.3129201704,1.2843826104,1.2545288005
2024-09-19,1.0590089081,1.0611249577,1.0592730347,1.0632699950,1.0768334791,1.0777097641,1.0601292533,1.0497138426,0.8673979954,1.3131285883,1.3055504151,1.2917276596
2024-09-20,1.0591770650,1.0613854113,1.0595213115,1.0634562124,1.0759869235,1.0769491196,1.0602579411,1.0496479794,0.8545384668,1.2934573818,1.2892926306,1.2664914795
2024-09-23,1.0593945221,1.0617360789,1.0595135180,1.0636122906,1.0759362125,1.0767247803,1.0604067641,1.0503681439,0.8648613870,1.3166313877,1.2963011725,1.2904162881
2024-09-24,1.0596389760,1.0620450254,1.0594678439,1.0638211055,1.0761146108,1.0766637914,1.0604769441,1.0513204712,0.8468642607,1.3088922656,1.2871513911,1.2838523801
2024-09-25,1.0598810816,1.0623211455,1.0596474680,1.0640917364,1.0757646310,1.0782720957,1.0606130150,1.0516056339,0.8455440406,1.3262214040,1.2778991387,1.2965092307
2024-09-26,1.0598839079,1.0625046943,1.0598215379,1.0641756347,1.0759639596,1.0773871496,1.0606838220,1.0522356989,0.8497342695,1.3259804968,1.2757853477,1.3065320651
2024-09-27,1.0600849654,1.0626322115,1.0600856131,1.0644083110,1.0766604047,1.0785817548,1.0608055957,1.0523989988,0.8342725124,1.2987822106,1.2556426088,1.2916238172
